table_id,target_column
GitTables_245,0
GitTables_134798,19
GitTables_193191,1
GitTables_30591,0
GitTables_49549,6
GitTables_146855,0
GitTables_36520,2
GitTables_100909,5
GitTables_154700,2
GitTables_177319,18
GitTables_184678,1
GitTables_133993,2
GitTables_13426,7
GitTables_32658,20
GitTables_128678,0
GitTables_76379,4
GitTables_31465,6
GitTables_61319,0
GitTables_45889,0
GitTables_110795,0
GitTables_140700,1
GitTables_28614,5
GitTables_96819,20
GitTables_2937,8
GitTables_7271,1
GitTables_32276,15
GitTables_805,2
GitTables_189772,7
GitTables_108688,0
GitTables_25873,73
GitTables_76061,1
GitTables_5168,0
GitTables_69899,2
GitTables_84610,1
GitTables_364,16
GitTables_102871,11
GitTables_25267,6
GitTables_69548,0
GitTables_7493,3
GitTables_123027,0
GitTables_71692,0
GitTables_12879,2
GitTables_27998,24
GitTables_168634,8
GitTables_139167,3
GitTables_186055,2
GitTables_130734,2
GitTables_188621,5
GitTables_46955,2
GitTables_171509,2
GitTables_7196,4
GitTables_12236,0
GitTables_190097,3
GitTables_44897,21
GitTables_176319,1
GitTables_102079,0
GitTables_22057,8
GitTables_27268,1
GitTables_66986,4
GitTables_1171,4
GitTables_104962,2
GitTables_3214,1
GitTables_165821,0
GitTables_54982,0
GitTables_147601,7
GitTables_7739,7
GitTables_72418,25
GitTables_31465,2
GitTables_119840,4
GitTables_92468,1
GitTables_140156,3
GitTables_32398,0
GitTables_42735,4
GitTables_9876,1
GitTables_5410,34
GitTables_110230,6
GitTables_16940,1
GitTables_134806,2
GitTables_16198,8
GitTables_31049,5
GitTables_68057,3
GitTables_117656,2
GitTables_68847,49
GitTables_72418,26
GitTables_46702,1
GitTables_71314,4
GitTables_141849,7
GitTables_26539,1
GitTables_13055,0
GitTables_8514,2
GitTables_44713,0
GitTables_103266,5
GitTables_143508,16
GitTables_33306,0
GitTables_28931,16
GitTables_58778,0
GitTables_131847,1
GitTables_630,1
GitTables_53430,0
GitTables_165464,0
GitTables_29706,3
GitTables_198218,4
GitTables_38522,0
GitTables_133220,1
GitTables_45054,10
GitTables_126638,3
GitTables_30719,0
GitTables_15349,2
GitTables_132808,5
GitTables_15315,5
GitTables_127524,3
GitTables_142842,3
GitTables_193566,1
GitTables_53511,14
GitTables_37682,0
GitTables_109151,13
GitTables_10933,5
GitTables_78278,0
GitTables_117371,7
GitTables_56927,1
GitTables_185875,4
GitTables_111472,0
GitTables_63235,0
GitTables_10083,2
GitTables_76031,39
GitTables_124974,3
GitTables_165821,8
GitTables_39615,9
GitTables_11242,5
GitTables_21761,0
GitTables_2030,3
GitTables_96819,7
GitTables_104183,2
GitTables_45278,1
GitTables_49272,1
GitTables_97790,0
GitTables_99094,7
GitTables_116333,1
GitTables_121296,13
GitTables_91295,0
GitTables_51230,2
GitTables_76979,3
GitTables_62421,14
GitTables_28370,0
GitTables_15508,0
GitTables_168167,19
GitTables_79668,9
GitTables_17538,3
GitTables_11733,5
GitTables_90257,0
GitTables_35,0
GitTables_138725,0
GitTables_65022,3
GitTables_3780,2
GitTables_3590,6
GitTables_202237,1
GitTables_137561,1
GitTables_34360,0
GitTables_11721,3
GitTables_9119,0
GitTables_77164,1
GitTables_51425,2
GitTables_192323,0
GitTables_9844,4
GitTables_58537,1
GitTables_34715,3
GitTables_76817,1
GitTables_50413,11
GitTables_99585,3
GitTables_193693,0
GitTables_178564,0
GitTables_194922,0
GitTables_64534,7
GitTables_103058,0
GitTables_81130,11
GitTables_136439,10
GitTables_22566,0
GitTables_43732,7
GitTables_67729,5
GitTables_95974,3
GitTables_206027,0
GitTables_23960,9
GitTables_351,8
GitTables_17275,3
GitTables_82245,3
GitTables_71873,0
GitTables_182176,2
GitTables_193475,0
GitTables_29353,3
GitTables_138595,5
GitTables_203754,2
GitTables_187097,5
GitTables_9846,3
GitTables_73633,1
GitTables_115747,4
GitTables_69728,1
GitTables_35,3
GitTables_172457,0
GitTables_5665,3
GitTables_129366,0
GitTables_17538,18
GitTables_61372,2
GitTables_263,2
GitTables_69145,0
GitTables_63534,3
GitTables_178067,1
GitTables_161267,6
GitTables_16268,4
GitTables_49586,0
GitTables_184377,2
GitTables_80852,0
GitTables_73277,0
GitTables_108449,5
GitTables_30490,0
GitTables_92336,0
GitTables_42984,1
GitTables_15698,0
GitTables_15130,1
GitTables_151429,0
GitTables_56746,1
GitTables_38965,0
GitTables_15315,0
GitTables_104390,2
GitTables_112435,2
GitTables_6215,25
GitTables_5376,0
GitTables_61664,27
GitTables_187377,3
GitTables_82185,0
GitTables_192097,2
GitTables_78495,2
GitTables_4066,7
GitTables_10770,53
GitTables_190528,0
GitTables_12,7
GitTables_11602,0
GitTables_112070,0
GitTables_5362,4
GitTables_196615,4
GitTables_52696,1
GitTables_173454,2
GitTables_115060,2
GitTables_148947,10
GitTables_553,0
GitTables_2433,1
GitTables_81130,4
GitTables_158073,1
GitTables_125840,2
GitTables_100873,3
GitTables_174466,10
GitTables_58242,3
GitTables_138141,5
GitTables_83744,3
GitTables_60786,0
GitTables_3419,5
GitTables_3315,0
GitTables_114341,6
GitTables_116098,1
GitTables_169032,0
GitTables_120725,0
GitTables_101619,1
GitTables_159587,5
GitTables_45035,5
GitTables_61561,0
GitTables_149756,11
GitTables_78378,1
GitTables_80936,1
GitTables_196714,0
GitTables_46968,3
GitTables_49833,0
GitTables_26108,4
GitTables_66791,4
GitTables_75871,0
GitTables_5522,0
GitTables_22490,1
GitTables_33853,3
GitTables_60005,2
GitTables_13789,11
GitTables_147143,1
GitTables_28542,2
GitTables_22834,1
GitTables_92468,16
GitTables_101238,1
GitTables_201572,2
GitTables_185033,5
GitTables_16530,3
GitTables_99816,2
GitTables_74382,46
GitTables_179566,1
GitTables_95846,18
GitTables_62023,2
GitTables_4402,9
GitTables_193589,10
GitTables_10244,0
GitTables_24083,0
GitTables_97387,1
GitTables_62107,0
GitTables_113714,5
GitTables_150110,0
GitTables_55924,0
GitTables_1118,0
GitTables_75890,1
GitTables_121389,1
GitTables_163275,6
GitTables_143451,5
GitTables_155212,60
GitTables_49033,3
GitTables_153350,15
GitTables_15097,4
GitTables_57366,1
GitTables_8824,3
GitTables_9128,7
GitTables_22993,30
GitTables_8771,4
GitTables_155981,1
GitTables_11242,9
GitTables_11405,11
GitTables_198179,12
GitTables_65995,2
GitTables_36043,2
GitTables_171070,0
GitTables_129544,2
GitTables_102063,9
GitTables_185575,1
GitTables_2202,6
GitTables_57936,10
GitTables_129408,0
GitTables_206713,0
GitTables_119228,1
GitTables_136531,5
GitTables_19433,0
GitTables_75182,4
GitTables_196174,0
GitTables_39795,29
GitTables_97104,1
GitTables_39475,1
GitTables_2410,2
GitTables_70691,11
GitTables_83863,0
GitTables_38289,17
GitTables_21685,5
GitTables_46587,0
GitTables_41459,98
GitTables_60782,10
GitTables_109015,2
GitTables_48856,0
GitTables_148608,2
GitTables_125151,0
GitTables_109577,2
GitTables_193523,0
GitTables_176406,6
GitTables_142771,5
GitTables_48993,0
GitTables_58362,0
GitTables_86615,2
GitTables_75037,4
GitTables_180045,3
GitTables_197767,4
GitTables_38677,1
GitTables_117317,6
GitTables_52544,9
GitTables_116098,0
GitTables_120,4
GitTables_12628,17
GitTables_41293,7
GitTables_185577,1
GitTables_87062,2
GitTables_95014,0
GitTables_31686,2
GitTables_31230,1
GitTables_21922,3
GitTables_1730,0
GitTables_144117,9
GitTables_130367,1
GitTables_8130,16
GitTables_148746,7
GitTables_162572,0
GitTables_167964,5
GitTables_48856,2
GitTables_98138,0
GitTables_3606,0
GitTables_2540,2
GitTables_186948,0
GitTables_150920,1
GitTables_91842,0
GitTables_122600,1
GitTables_59201,14
GitTables_168398,0
GitTables_262,7
GitTables_144030,0
GitTables_6505,1
GitTables_96419,7
GitTables_202021,0
GitTables_124689,10
GitTables_103034,1
GitTables_97104,19
GitTables_39173,1
GitTables_142659,6
GitTables_102981,0
GitTables_80820,1
GitTables_487,2
GitTables_7082,1
GitTables_146615,24
GitTables_56202,2
GitTables_174437,6
GitTables_4402,1
GitTables_145009,0
GitTables_112729,0
GitTables_138042,1
GitTables_3139,0
GitTables_146622,1
GitTables_105701,0
GitTables_121690,3
GitTables_3125,34
GitTables_78687,5
GitTables_65812,3
GitTables_130405,0
GitTables_157833,2
GitTables_189760,0
GitTables_65033,8
GitTables_60996,3
GitTables_64695,4
GitTables_136531,1
GitTables_677,0
GitTables_104052,7
GitTables_125600,7
GitTables_53702,0
GitTables_194922,3
GitTables_73612,0
GitTables_19079,1
GitTables_4934,14
GitTables_14772,0
GitTables_26051,0
GitTables_30556,10
GitTables_137588,4
GitTables_174177,8
GitTables_129518,1
GitTables_3300,1
GitTables_25165,2
GitTables_27290,4
GitTables_28013,0
GitTables_18045,5
GitTables_24709,0
GitTables_9166,4
GitTables_168326,3
GitTables_159130,5
GitTables_30064,0
GitTables_37479,0
GitTables_30754,3
GitTables_772,4
GitTables_119744,6
GitTables_55273,3
GitTables_170252,3
GitTables_144878,1
GitTables_68350,19
GitTables_60540,1
GitTables_1404,4
GitTables_112881,0
GitTables_33526,2
GitTables_1404,2
GitTables_188882,21
GitTables_67679,16
GitTables_175756,1
GitTables_17130,0
GitTables_8132,0
GitTables_97790,1
GitTables_45035,9
GitTables_38059,25
GitTables_110693,0
GitTables_184428,2
GitTables_59530,0
GitTables_46641,3
GitTables_161,5
GitTables_44279,7
GitTables_5164,5
GitTables_9815,2
GitTables_31336,3
GitTables_188892,5
GitTables_31144,17
GitTables_24791,9
GitTables_112229,2
GitTables_27,0
GitTables_120660,15
GitTables_145750,1
GitTables_14841,0
GitTables_148342,1
GitTables_82094,0
GitTables_84779,9
GitTables_158298,1
GitTables_177504,1
GitTables_104436,4
GitTables_169743,0
GitTables_22,7
GitTables_2291,0
GitTables_123157,0
GitTables_150500,7
GitTables_83684,2
GitTables_24037,0
GitTables_85324,3
GitTables_38455,3
GitTables_51405,4
GitTables_23067,5
GitTables_141172,3
GitTables_145494,0
GitTables_126575,2
GitTables_153524,1
GitTables_6734,12
GitTables_170622,1
GitTables_114990,2
GitTables_831,15
GitTables_131546,1
GitTables_162605,2
GitTables_6909,3
GitTables_119653,0
GitTables_20552,7
GitTables_156721,10
GitTables_80894,1
GitTables_41280,6
GitTables_165286,3
GitTables_115460,6
GitTables_34787,6
GitTables_121387,6
GitTables_22770,1
GitTables_60336,5
GitTables_30675,2
GitTables_201315,17
GitTables_26988,5
GitTables_47608,6
GitTables_57597,0
GitTables_173689,0
GitTables_40205,1
GitTables_146105,6
GitTables_77246,7
GitTables_50606,0
GitTables_767,0
GitTables_5758,11
GitTables_56202,0
GitTables_7363,1
GitTables_41733,2
GitTables_76148,2
GitTables_4850,17
GitTables_82672,64
GitTables_15800,2
GitTables_12052,0
GitTables_126834,5
GitTables_131336,2
GitTables_193803,0
GitTables_769,2
GitTables_81165,2
GitTables_117371,0
GitTables_164070,3
GitTables_70300,4
GitTables_166177,10
GitTables_183820,1
GitTables_26108,2
GitTables_85667,0
GitTables_3494,1
GitTables_10933,8
GitTables_5413,2
GitTables_81743,11
GitTables_49231,4
GitTables_21919,13
GitTables_64245,3
GitTables_86452,23
GitTables_1444,2
GitTables_167637,4
GitTables_124744,0
GitTables_58840,2
GitTables_24955,3
GitTables_124907,0
GitTables_77392,0
GitTables_36250,4
GitTables_105393,27
GitTables_69,5
GitTables_56248,0
GitTables_183178,1
GitTables_40923,2
GitTables_204738,11
GitTables_125071,0
GitTables_39402,6
GitTables_71321,2
GitTables_5407,0
GitTables_105755,1
GitTables_58065,0
GitTables_98293,4
GitTables_176845,4
GitTables_41733,29
GitTables_106563,7
GitTables_84877,1
GitTables_43103,1
GitTables_148097,0
GitTables_103014,1
GitTables_53647,3
GitTables_174715,0
GitTables_39913,3
GitTables_189659,9
GitTables_122695,0
GitTables_27985,3
GitTables_41907,27
GitTables_132457,0
GitTables_79853,0
GitTables_97373,1
GitTables_148107,1
GitTables_179637,6
GitTables_154568,6
GitTables_126500,5
GitTables_121843,4
GitTables_25793,1
GitTables_41280,1
GitTables_99558,0
GitTables_30161,1
GitTables_166408,2
GitTables_49493,3
GitTables_105971,4
GitTables_38279,6
GitTables_75152,1
GitTables_187664,3
GitTables_2877,5
GitTables_123906,2
GitTables_114269,1
GitTables_3124,1
GitTables_56062,1
GitTables_176814,4
GitTables_13534,28
GitTables_28619,3
GitTables_8486,2
GitTables_7788,6
GitTables_81009,1
GitTables_82610,1
GitTables_9022,10
GitTables_2639,3
GitTables_136325,3
GitTables_43145,1
GitTables_6745,0
GitTables_5758,3
GitTables_48682,7
GitTables_121387,34
GitTables_188446,0
GitTables_9166,6
GitTables_64348,1
GitTables_66701,4
GitTables_108083,3
GitTables_55096,0
GitTables_144611,3
GitTables_149567,2
GitTables_64363,8
GitTables_43512,2
GitTables_119,1
GitTables_94392,2
GitTables_48510,0
GitTables_33700,55
GitTables_11415,106
GitTables_124217,0
GitTables_51060,2
GitTables_18178,1
GitTables_39732,2
GitTables_68350,7
GitTables_84779,2
GitTables_113211,3
GitTables_1422,11
GitTables_105701,1
GitTables_184794,6
GitTables_95438,1
GitTables_103735,3
GitTables_2937,9
GitTables_117226,13
GitTables_181749,5
GitTables_41279,1
GitTables_1148,0
GitTables_36517,17
GitTables_1005,0
GitTables_23598,5
GitTables_43291,2
GitTables_111472,2
GitTables_92544,1
GitTables_37828,2
GitTables_22661,7
GitTables_178085,9
GitTables_69090,1
GitTables_35819,0
GitTables_183040,8
GitTables_157793,10
GitTables_122330,0
GitTables_76626,2
GitTables_49549,7
GitTables_57916,8
GitTables_95271,7
GitTables_184494,11
GitTables_36705,5
GitTables_29038,3
GitTables_99461,0
GitTables_83108,2
GitTables_118795,4
GitTables_45564,0
GitTables_98448,0
GitTables_191368,6
GitTables_132044,0
GitTables_81138,3
GitTables_173028,4
GitTables_146310,5
GitTables_27145,18
GitTables_130005,3
GitTables_18336,4
GitTables_10980,11
GitTables_19396,6
GitTables_48285,2
GitTables_22312,6
GitTables_76575,4
GitTables_99694,7
GitTables_165430,4
GitTables_52682,5
GitTables_178543,7
GitTables_200728,15
GitTables_82451,0
GitTables_148712,11
GitTables_25590,1
GitTables_18835,1
GitTables_138316,0
GitTables_150529,8
GitTables_87171,1
GitTables_14749,2
GitTables_125574,10
GitTables_23213,22
GitTables_40771,2
GitTables_71007,0
GitTables_6893,0
GitTables_2930,0
GitTables_96082,0
GitTables_127491,3
GitTables_103623,0
GitTables_85618,0
GitTables_38953,1
GitTables_176845,3
GitTables_29678,1
GitTables_245,1
GitTables_30229,6
GitTables_15108,0
GitTables_182491,2
GitTables_31814,1
GitTables_36471,0
GitTables_36250,7
GitTables_155444,0
GitTables_120920,11
GitTables_73923,7
GitTables_116961,9
GitTables_37828,1
GitTables_98691,0
GitTables_22039,3
GitTables_156229,2
GitTables_113254,20
GitTables_136733,4
GitTables_130631,29
GitTables_185420,3
GitTables_40475,2
GitTables_15866,10
GitTables_7143,9
GitTables_134036,0
GitTables_98448,1
GitTables_26585,1
GitTables_82916,5
GitTables_40322,1
GitTables_118376,0
GitTables_187709,1
GitTables_3105,8
GitTables_168278,3
GitTables_189028,0
GitTables_13213,13
GitTables_2877,7
GitTables_95014,8
GitTables_41486,21
GitTables_42805,1
GitTables_12357,2
GitTables_33221,5
GitTables_204126,2
GitTables_13907,0
GitTables_11209,1
GitTables_83381,1
GitTables_51466,1
GitTables_55082,5
GitTables_54493,3
GitTables_3966,18
GitTables_24037,6
GitTables_17999,3
GitTables_191149,0
GitTables_111190,4
GitTables_182734,4
GitTables_41626,1
GitTables_168500,0
GitTables_33781,0
GitTables_16940,2
GitTables_181323,9
GitTables_35067,0
GitTables_34338,1
GitTables_135218,3
GitTables_27268,0
GitTables_6694,2
GitTables_200931,0
GitTables_157787,2
GitTables_28619,0
GitTables_53204,0
GitTables_59560,0
GitTables_76276,8
GitTables_143487,1
GitTables_13783,0
GitTables_63924,5
GitTables_58874,0
GitTables_21133,4
GitTables_166118,0
GitTables_202168,2
GitTables_8771,2
GitTables_8532,3
GitTables_65609,2
GitTables_136702,6
GitTables_103138,1
GitTables_79144,3
GitTables_42178,3
GitTables_41627,4
GitTables_136930,0
GitTables_36940,1
GitTables_55644,3
GitTables_115489,9
GitTables_169140,5
GitTables_12550,0
GitTables_482,5
GitTables_20431,7
GitTables_84908,7
GitTables_155538,4
GitTables_156856,1
GitTables_104027,13
GitTables_78609,4
GitTables_95974,16
GitTables_58242,6
GitTables_90992,4
GitTables_152614,0
GitTables_23787,1
GitTables_40724,16
GitTables_65794,3
GitTables_76287,0
GitTables_9868,1
GitTables_124341,8
GitTables_85229,1
GitTables_5458,2
GitTables_19353,2
GitTables_33830,3
GitTables_123688,0
GitTables_95355,3
GitTables_17502,0
GitTables_48496,2
GitTables_110581,5
GitTables_123484,5
GitTables_173314,0
GitTables_126947,16
GitTables_202619,8
GitTables_77204,7
GitTables_60005,11
GitTables_72071,2
GitTables_38289,3
GitTables_94859,0
GitTables_35136,2
GitTables_65995,3
GitTables_70945,0
GitTables_86615,10
GitTables_132000,7
GitTables_200864,12
GitTables_87414,2
GitTables_7457,9
GitTables_188614,0
GitTables_108503,1
GitTables_62802,5
GitTables_172906,8
GitTables_73978,2
GitTables_11170,4
GitTables_31144,14
GitTables_1680,4
GitTables_74566,0
GitTables_5552,1
GitTables_168634,2
GitTables_4252,0
GitTables_21186,4
GitTables_175372,0
GitTables_1680,2
GitTables_22863,2
GitTables_56008,0
GitTables_81258,3
GitTables_129,2
GitTables_189772,6
GitTables_187354,2
GitTables_180353,5
GitTables_178180,3
GitTables_9242,5
GitTables_244,4
GitTables_47380,1
GitTables_165617,2
GitTables_2780,8
GitTables_10083,15
GitTables_120941,2
GitTables_60853,2
GitTables_46788,12
GitTables_61664,11
GitTables_78860,11
GitTables_53127,0
GitTables_128558,0
GitTables_101873,6
GitTables_997,8
GitTables_91318,12
GitTables_196854,1
GitTables_132263,2
GitTables_129505,0
GitTables_70408,1
GitTables_35177,4
GitTables_141579,4
GitTables_180311,5
GitTables_20431,8
GitTables_160211,14
GitTables_87895,1
GitTables_123906,0
GitTables_20365,9
GitTables_50327,3
GitTables_117358,0
GitTables_18478,0
GitTables_8095,0
GitTables_135172,11
GitTables_114125,0
GitTables_50436,0
GitTables_87261,2
GitTables_15894,10
GitTables_100277,2
GitTables_32577,1
GitTables_13615,1
GitTables_148084,0
GitTables_21061,0
GitTables_40322,0
GitTables_44611,1
GitTables_164468,3
GitTables_25643,1
GitTables_93963,1
GitTables_59096,5
GitTables_15798,0
GitTables_184417,0
GitTables_57773,0
GitTables_5274,9
GitTables_147376,7
GitTables_99243,10
GitTables_16487,1
GitTables_126783,1
GitTables_8311,1
GitTables_7512,0
GitTables_33587,2
GitTables_41514,1
GitTables_149567,1
GitTables_173028,1
GitTables_144232,0
GitTables_117358,1
GitTables_78415,0
GitTables_50843,12
GitTables_119160,2
GitTables_132291,13
GitTables_192356,6
GitTables_17492,1
GitTables_182734,6
GitTables_131013,4
GitTables_17466,2
GitTables_77288,4
GitTables_80376,3
GitTables_130309,8
GitTables_190091,6
GitTables_37168,4
GitTables_119899,1
GitTables_109015,4
GitTables_117317,8
GitTables_3865,2
GitTables_24753,1
GitTables_1505,2
GitTables_112153,5
GitTables_76148,1
GitTables_15800,12
GitTables_32577,3
GitTables_91898,5
GitTables_22095,0
GitTables_166803,1
GitTables_170459,0
GitTables_75106,1
GitTables_2141,3
GitTables_170048,6
GitTables_29038,4
GitTables_37149,16
GitTables_122803,2
GitTables_113623,4
GitTables_195367,7
GitTables_80399,4
GitTables_31150,6
GitTables_22332,1
GitTables_121073,0
GitTables_198592,45
GitTables_200424,0
GitTables_195953,2
GitTables_199587,4
GitTables_133582,5
GitTables_22993,7
GitTables_178085,11
GitTables_24623,3
GitTables_150732,3
GitTables_6717,3
GitTables_59117,1
GitTables_105367,0
GitTables_109151,6
GitTables_163297,0
GitTables_14366,1
GitTables_85334,4
GitTables_16530,4
GitTables_103137,7
GitTables_203724,1
GitTables_32658,2
GitTables_8479,0
GitTables_197172,1
GitTables_84610,0
GitTables_2267,2
GitTables_4941,0
GitTables_124271,0
GitTables_113182,0
GitTables_167511,12
GitTables_103021,1
GitTables_100658,7
GitTables_152260,0
GitTables_166601,5
GitTables_19043,5
GitTables_49430,6
GitTables_61664,32
GitTables_33529,5
GitTables_19635,3
GitTables_38910,1
GitTables_106875,4
GitTables_21410,1
GitTables_4335,0
GitTables_38022,1
GitTables_7226,1
GitTables_66064,12
GitTables_76067,6
GitTables_32473,0
GitTables_27305,11
GitTables_92837,4
GitTables_11242,11
GitTables_30920,6
GitTables_177207,4
GitTables_41220,0
GitTables_156181,2
GitTables_55034,0
GitTables_56424,1
GitTables_1422,0
GitTables_114079,4
GitTables_121347,4
GitTables_122233,1
GitTables_33526,5
GitTables_43732,16
GitTables_213,1
GitTables_119160,3
GitTables_13080,1
GitTables_40780,11
GitTables_48552,0
GitTables_31151,1
GitTables_10735,5
GitTables_21791,0
GitTables_206713,4
GitTables_143821,1
GitTables_12903,9
GitTables_21794,0
GitTables_3959,0
GitTables_165077,3
GitTables_43215,4
GitTables_171588,1
GitTables_47497,5
GitTables_6048,1
GitTables_199441,6
GitTables_146137,1
GitTables_1730,5
GitTables_109799,1
GitTables_98520,1
GitTables_179276,2
GitTables_149080,6
GitTables_115813,4
GitTables_49263,3
GitTables_1073,0
GitTables_66986,3
GitTables_35460,0
GitTables_100645,24
GitTables_153350,27
GitTables_36629,15
GitTables_87780,0
GitTables_157326,0
GitTables_139606,0
GitTables_37300,0
GitTables_189772,3
GitTables_129971,2
GitTables_112881,12
GitTables_157326,3
GitTables_78627,0
GitTables_9614,0
GitTables_65450,8
GitTables_80849,7
GitTables_5343,1
GitTables_105612,6
GitTables_142771,4
GitTables_62365,0
GitTables_40780,12
GitTables_3976,13
GitTables_188708,8
GitTables_40500,2
GitTables_110795,7
GitTables_147143,0
GitTables_12874,10
GitTables_24390,4
GitTables_203930,0
GitTables_189715,0
GitTables_139740,8
GitTables_183973,8
GitTables_112059,0
GitTables_25614,3
GitTables_85578,4
GitTables_200695,5
GitTables_19449,0
GitTables_92584,0
GitTables_197008,3
GitTables_130151,10
GitTables_44279,5
GitTables_5758,0
GitTables_132569,13
GitTables_38,6
GitTables_95859,5
GitTables_180952,0
GitTables_87560,0
GitTables_2235,14
GitTables_4934,11
GitTables_160082,10
GitTables_36940,2
GitTables_206090,36
GitTables_105501,5
GitTables_12070,0
GitTables_15349,4
GitTables_185264,0
GitTables_24266,2
GitTables_23213,6
GitTables_12878,2
GitTables_32577,5
GitTables_30675,0
GitTables_52965,13
GitTables_831,3
GitTables_132263,5
GitTables_15395,2
GitTables_55551,0
GitTables_70691,9
GitTables_184617,2
GitTables_111103,8
GitTables_137544,24
GitTables_17000,11
GitTables_42451,0
GitTables_152645,4
GitTables_19384,2
GitTables_32566,1
GitTables_146615,29
GitTables_651,3
GitTables_174051,14
GitTables_14772,4
GitTables_1245,15
GitTables_880,2
GitTables_206131,6
GitTables_55644,0
GitTables_18863,2
GitTables_60926,0
GitTables_37025,4
GitTables_104883,6
GitTables_193961,3
GitTables_73531,2
GitTables_205481,7
GitTables_90064,2
GitTables_195537,5
GitTables_4351,2
GitTables_66380,0
GitTables_51735,5
GitTables_3156,7
GitTables_80473,9
GitTables_65118,4
GitTables_75495,6
GitTables_43145,2
GitTables_36522,11
GitTables_43061,0
GitTables_71402,2
GitTables_162596,0
GitTables_166271,0
GitTables_37200,6
GitTables_89011,0
GitTables_89584,8
GitTables_26520,0
GitTables_9128,1
GitTables_164917,1
GitTables_152484,0
GitTables_165533,1
GitTables_31653,5
GitTables_46031,3
GitTables_154781,1
GitTables_27145,5
GitTables_14895,9
GitTables_47068,8
GitTables_73978,1
GitTables_19087,3
GitTables_170649,0
GitTables_122122,9
GitTables_183973,9
GitTables_137964,5
GitTables_2,4
GitTables_100893,3
GitTables_169032,8
GitTables_72183,0
GitTables_103935,12
GitTables_22905,6
GitTables_82797,0
GitTables_145034,1
GitTables_38977,0
GitTables_136936,5
GitTables_108108,4
GitTables_118585,5
GitTables_138402,0
GitTables_168362,19
GitTables_45780,11
GitTables_37487,3
GitTables_95994,1
GitTables_45845,2
GitTables_150785,1
GitTables_132569,24
GitTables_9776,0
GitTables_10600,0
GitTables_880,0
GitTables_130734,0
GitTables_3210,8
GitTables_128533,6
GitTables_767,2
GitTables_188621,12
GitTables_94443,12
GitTables_129053,17
GitTables_127773,2
GitTables_147035,10
GitTables_22942,4
GitTables_8428,1
GitTables_127443,3
GitTables_155212,10
GitTables_40771,11
GitTables_199236,6
GitTables_8954,6
GitTables_200728,14
GitTables_203298,1
GitTables_67,20
GitTables_103485,7
GitTables_62304,1
GitTables_130327,1
GitTables_163132,1
GitTables_108937,2
GitTables_54493,0
GitTables_173092,6
GitTables_144423,0
GitTables_4471,2
GitTables_511,18
GitTables_67157,0
GitTables_98139,10
GitTables_85525,4
GitTables_96774,2
GitTables_143451,4
GitTables_2569,3
GitTables_170393,2
GitTables_7,1
GitTables_21579,9
GitTables_114921,0
GitTables_7363,4
GitTables_63098,1
GitTables_109015,6
GitTables_249,0
GitTables_125600,2
GitTables_101719,0
GitTables_29933,5
GitTables_17399,1
GitTables_41367,0
GitTables_10343,14
GitTables_130797,4
GitTables_9922,0
GitTables_142341,6
GitTables_136930,5
GitTables_160082,2
GitTables_30420,11
GitTables_5748,7
GitTables_30064,1
GitTables_8727,23
GitTables_124869,2
GitTables_3606,2
GitTables_143508,14
GitTables_113437,1
GitTables_204126,1
GitTables_162926,0
GitTables_8054,2
GitTables_122256,0
GitTables_190709,0
GitTables_82882,0
GitTables_100895,2
GitTables_197746,0
GitTables_99473,0
GitTables_199047,6
GitTables_49996,21
GitTables_33700,53
GitTables_137069,0
GitTables_20317,2
GitTables_161515,7
GitTables_58279,7
GitTables_43327,72
GitTables_10839,2
GitTables_27992,0
GitTables_197172,5
GitTables_102725,0
GitTables_17538,32
GitTables_205611,0
GitTables_193645,3
GitTables_168185,2
GitTables_39254,11
GitTables_84044,5
GitTables_40860,3
GitTables_109151,8
GitTables_174051,5
GitTables_9856,1
GitTables_8937,3
GitTables_119,4
GitTables_156229,0
GitTables_23715,7
GitTables_194923,8
GitTables_125600,4
GitTables_168167,1
GitTables_56746,3
GitTables_19958,4
GitTables_9032,6
GitTables_134958,1
GitTables_153121,1
GitTables_118461,2
GitTables_39191,29
GitTables_127071,1
GitTables_42788,0
GitTables_244,0
GitTables_19798,1
GitTables_140693,1
GitTables_68459,2
GitTables_122309,2
GitTables_26583,1
GitTables_128195,2
GitTables_179817,1
GitTables_84393,5
GitTables_32392,1
GitTables_186055,0
GitTables_108424,0
GitTables_78587,5
GitTables_59790,0
GitTables_11092,9
GitTables_173564,3
GitTables_47999,2
GitTables_111036,5
GitTables_102178,1
GitTables_111110,0
GitTables_11848,3
GitTables_83394,5
GitTables_100895,3
GitTables_82714,3
GitTables_75867,5
GitTables_136997,12
GitTables_109887,0
GitTables_21226,3
GitTables_62267,2
GitTables_3615,5
GitTables_115424,4
GitTables_5597,0
GitTables_116445,1
GitTables_159986,0
GitTables_59186,3
GitTables_117519,5
GitTables_71146,0
GitTables_75871,1
GitTables_148311,4
GitTables_72183,4
GitTables_72200,2
GitTables_83676,15
GitTables_146109,5
GitTables_44039,3
GitTables_16082,1
GitTables_146038,8
GitTables_189952,20
GitTables_53430,2
GitTables_56603,2
GitTables_24791,6
GitTables_16901,0
GitTables_11344,1
GitTables_38953,0
GitTables_10063,8
GitTables_120941,3
GitTables_172069,1
GitTables_178223,8
GitTables_37751,8
GitTables_192867,0
GitTables_99816,0
GitTables_16777,11
GitTables_19383,22
GitTables_69532,2
